# of units,City,Area,Address,Strata Name,Postal Code,Strata Plan #,Current Management text,Construction,Year built,Link
,Burnaby,Brentwood Park,2041 Bellwood Avenue,Anola Place,,,,,,
,Burnaby,Brentwood Park,4353 Halifax Street,Brent Gardens 4353,,,,,,
,Burnaby,Brentwood Park,4363 Halifax Street,Brent Gardens 4363,,,,,,
,Burnaby,Brentwood Park,4373 Halifax Street,Brent Gardens 4373,,,,,,
,Burnaby,Brentwood Park,4380 Halifax Street,Buchanan North,,,,,,
,Burnaby,Brentwood Park,4388 Buchanan Street,Buchanan West,,,,,,
,Burnaby,Brentwood Park,4868 Brentwood Drive,Carmichael House,,,,,,
,Burnaby,Brentwood Park,4783 Dawson Street,Collage,,,,,,
,Burnaby,Brentwood Park,4723 Dawson Street,Collage,,,,,,
,Burnaby,Brentwood Park,1955 Woodway Place,Douglas View - 1955,,,,,,
,Burnaby,Brentwood Park,4941 Lougheed Highway,Douglas View - 4941,,,,,,
,Burnaby,Brentwood Park,4888 Brentwood Drive,Fitzgerald,,,,,,
,Burnaby,Brentwood Park,4788 Brentwood Drive,Jackson House,,,,,,
,Burnaby,Brentwood Park,4833 Brentwood Drive,MacDonald House,,,,,,
,Burnaby,Brentwood Park,4132 Halifax Street,Marquis Grande,,,,,,
,Burnaby,Brentwood Park,2088 Beta Avenue,Memento,,,,,,
,Burnaby,Brentwood Park,4728 Dawson Street,Montage,,,,,,
,Burnaby,Brentwood Park,4400 Buchanan Street,Motif at Citi,,,,,,
,Burnaby,Brentwood Park,2345 Madison Avenue,OMA,,,,,,
,Burnaby,Brentwood Park,2355 Madison Avenue,OMA,,,,,,
,Burnaby,Brentwood Park,4250 Dawson Street,OMA 2,,,,,,
,Burnaby,Brentwood Park,2133 Douglas Road,Perspectives,,,,,,
,Burnaby,Brentwood Park,4425 Halifax Street,Polaris,,,,,,
,Burnaby,Brentwood Park,2088 Madison Avenue,Renaissance - Fresco,,,,,,
,Burnaby,Brentwood Park,2138 Madison Avenue,Renaissance - Mosaic,,,,,,
,Burnaby,Brentwood Park,4118 Dawson Street,Tandem - 4118,,,,,,
,Burnaby,Brentwood Park,4178 Dawson Street,Tandem - 4178,,,,,,
,Burnaby,Brentwood Park,4182 Dawson Street,Tandem - 4182,,,,,,
,Burnaby,Brentwood Park,4768 Brentwood Drive,The Harris,,,,,,
,Burnaby,Brentwood Park,4728 Brentwood Drive,The Varley,,,,,,
,Burnaby,Brentwood Park,4799 Brentwood Drive,Thomson House,,,,,,
,Burnaby,Brentwood Park,2020 Bellwood Avenue,Vantage Point,,,,,,
,Burnaby,Brentwood Park,2060 Bellwood Avenue,Vantage Point II,,,,,,
,Burnaby,Brentwood Park,2289 Yukon Crescent,Watercolours,,,,,,
,Burnaby,Burnaby Hospital,3950 Linwood Street,Cascade Village - 3950 Linwood,,,,,,
,Burnaby,Burnaby Hospital,3970 Linwood Street,Cascade Village - 3970 Linwood,,,,,,
,Burnaby,Burnaby Hospital,3401 - 3461 Curle Avenue,Cascade Village - Curle,,,,,,
,Burnaby,Burnaby Hospital,3883 Laurel Street,Valhalla Court,,,,,,
,Vancouver,Cambie,3680 Oak Street,3680 Oak Street,,,,,,
,Vancouver,Cambie,488 W 40th Avenue,488 W 40th Avenue,,,,,,
,Vancouver,Cambie,592 W 16th Avenue,592 W 16th Avenue,,,,,,
,Vancouver,Cambie,3255 Heather Street,Alta Vista,,,,,,
,Vancouver,Cambie,5650 Oak Street,Bloomfield Gardens,,,,,,
,Vancouver,Cambie,3540 Cambie Street,Brockville Manor,,,,,,
,Vancouver,Cambie,3530 Cambie Street,Brockville Manor,,,,,,
,Vancouver,Cambie,997 W 22nd Avenue,Crescent in Shaughnessy,,,,,,
,Vancouver,Cambie,3353 Heather Street,Heather Court,,,,,,
,Vancouver,Cambie,674 W 17th Avenue,Heatherfield 17,,,,,,
,Vancouver,Cambie,668 W 16th Avenue,Mansions,,,,,,
,Vancouver,Cambie,980 W 21st Avenue,Oak Lane,,,,,,
,Vancouver,Cambie,988 W 16th Avenue,Oaks,,,,,,
,Vancouver,Cambie,3264 Oak Street,Oaks,,,,,,
,Vancouver,Cambie,3228 Tupper Street,Olive,,,,,,
,Vancouver,Cambie,988 W 21st Avenue,Shaughnessy Heights,,,,,,
,Vancouver,Cambie,980 W 22nd Avenue,Simon Lofts,,,,,,
,Vancouver,Cambie,998 W 19th Avenue,Southgate Place,,,,,,
,Vancouver,Cambie,868 W 16th Avenue,Willow Springs,,,,,,
,Vancouver,Cambie,838 W 16th Avenue,Willow Springs,,,,,,
,Vancouver,Cambie,876 W 16th Avenue,Woodford Place,,,,,,
,Coquitlam,Canyon Springs,2960 Princess Crescent,Jefferson,,,,,,
,Coquitlam,Canyon Springs,2975 Princess Crescent,Jefferson,,,,,,
,Coquitlam,Canyon Springs,1242 Town Centre Boulevard,Kennedy,,,,,,
,Coquitlam,Canyon Springs,1252 Town Center Boulevard,Kennedy,,,,,,
,Coquitlam,Canyon Springs,2970 Princess Crescent,Montclair,,,,,,
,Coquitlam,Canyon Springs,2980 Princess Crescent,Montclair,,,,,,
,Coquitlam,Canyon Springs,1220 Lasalle Place,Mountainside,,,,,,
,Coquitlam,Canyon Springs,1219 Johnson Street,Mountainside Place,,,,,,
,Coquitlam,Canyon Springs,2985 Princess Crescent,Princess Gate,,,,,,
,Coquitlam,Canyon Springs,2995 Princess Crescent,Princess Gate,,,,,,
,Burnaby,Capitol Hill,5340 Hastings Street,Cedarwood,,,,,,
,Burnaby,Capitol Hill,5450 Empire Drive,Empire Place,,,,,,
,Burnaby,Capitol Hill,5740 - 5932 Hastings Street,Kensington Gardens,,,,,,
,Burnaby,Capitol Hill,5988 Hastings Street,Saturna,,,,,,
,Burnaby,Capitol Hill,5335 Hastings Street,Terraces,,,,,,
,Burnaby,Capitol Hill,371 Ellesmere Avenue,Westcliff Arms,,,,,,
,Burnaby,Cariboo,9847 Manchester Drive,Barclay Woods - 9847,,,,,,
,Burnaby,Cariboo,9847 Manchester Drive,Barclay Woods - 9847,,,,,,
,Burnaby,Cariboo,9857 Manchester Drive,Barclay Woods - 9857,,,,,,
,Burnaby,Cariboo,9857 Manchester Drive,Barclay Woods - 9857,,,,,,
,Burnaby,Cariboo,9867 Manchester Drive,Barclay Woods - 9867,,,,,,
,Burnaby,Cariboo,9867 Manchester Drive,Barclay Woods - 9867,,,,,,
,Burnaby,Cariboo,9880 Manchester Drive,Brookside Court - 9880,,,,,,
,Burnaby,Cariboo,9880 Manchester Drive,Brookside Court - 9880,,,,,,
,Burnaby,Cariboo,9890 Manchester Drive,Brookside Court - 9890,,,,,,
,Burnaby,Cariboo,9890 Manchester Drive,Brookside Court - 9890,,,,,,
,Burnaby,Cariboo,9584 Manchester Drive,Brookside Park - 9584,,,,,,
,Burnaby,Cariboo,9584 Manchester Drive,Brookside Park - 9584,,,,,,
,Burnaby,Cariboo,9620 Manchester Drive,Brookside Park - 9620,,,,,,
,Burnaby,Cariboo,9620 Manchester Drive,Brookside Park - 9620,,,,,,
,Burnaby,Cariboo,9623 Manchester Drive,Strathmore Towers - Crystal,,,,,,
,Burnaby,Cariboo,9623 Manchester Drive,Strathmore Towers - Crystal,,,,,,
,Burnaby,Cariboo,9603 Manchester Drive,Strathmore Towers - Emerald,,,,,,
,Burnaby,Cariboo,9603 Manchester Drive,Strathmore Towers - Emerald,,,,,,
,Burnaby,Cariboo,9633 Manchester Drive,Strathmore Towers - Sapph,,,,,,
,Burnaby,Cariboo,9633 Manchester Drive,Strathmore Towers - Sapph,,,,,,
,Burnaby,Central Park,4345 Grange Street,4345 Grange,,,,,,
,Burnaby,Central Park,5565 Inman Avenue,Amble Green,,,,,,
,Burnaby,Central Park,5565 Barker Avenue,Barker Place,,,,,,
,Burnaby,Central Park,3925 Kingsway N/A,Cameray Gardens,,,,,,
,Burnaby,Central Park,5715 Jersey Avenue,Cameray Gardens 5715 Jersey,,,,,,
,Burnaby,Central Park,5663 Inman Avenue,Central Park Place - 5663 Inman,,,,,,
,Burnaby,Central Park,5645 Barker Avenue,Central Park Place - Barker,,,,,,
,Burnaby,Central Park,5652 Patterson Avenue,Central Park Place - Patterson,,,,,,
,Burnaby,Central Park,4160 Sardis Street,Central Park Place - Sardis,,,,,,
,Burnaby,Central Park,3895 Sandell Street,Clarke House,,,,,,
,Burnaby,Central Park,5667 Smith Avenue,Cottonwood South,,,,,,
,Burnaby,Central Park,5695 Chaffey Avenue,Durham Place,,,,,,
,Burnaby,Central Park,5655 Inman Avenue,North Parc,,,,,,
,Burnaby,Central Park,4275 Grange Street,Orchard Square,,,,,,
,Burnaby,Central Park,5635 Patterson Avenue,Sheffield Court,,,,,,
,Burnaby,Central Park,5656 Halley Avenue,Sheffield Court II,,,,,,
,Port Coquitlam,Central Pt Coquitlam,2346 McAllister Avenue, Maples At Creekside,,,,,,
,Port Coquitlam,Central Pt Coquitlam,2231 Welcher Avenue,A Place On The Park,,,,,,
,Port Coquitlam,Central Pt Coquitlam,2330 Shaughnessy Street,Avanti,,,,,,
,Port Coquitlam,Central Pt Coquitlam,2439 Wilson Avenue,Avebury Point,,,,,,
,Port Coquitlam,Central Pt Coquitlam,2340 Hawthorne Avenue,Barrington Place,,,,,,
,Port Coquitlam,Central Pt Coquitlam,2285 Welcher Avenue,Bishop On The Park,,,,,,
,Port Coquitlam,Central Pt Coquitlam,2468 Atkins Avenue,Bordeaux,,,,,,
,Port Coquitlam,Central Pt Coquitlam,2120 Central Avenue,Brisa,,,,,,
,Port Coquitlam,Central Pt Coquitlam,2378 Rindall Avenue,Brittany,,,,,,
,Port Coquitlam,Central Pt Coquitlam,2615 Jane Street,Burleigh Green,,,,,,
,Port Coquitlam,Central Pt Coquitlam,2373 Atkins Avenue,Carmandy,,,,,,
,Port Coquitlam,Central Pt Coquitlam,2378 Wilson Avenue,Central,,,,,,
,Port Coquitlam,Central Pt Coquitlam,2345 Central Avenue,Central Park Villas,,,,,,
,Port Coquitlam,Central Pt Coquitlam,2336 Whyte Avenue,Centrepointe,,,,,,
,Port Coquitlam,Central Pt Coquitlam,2551 Parkview Lane,Cescent At Reeve Creek,,,,,,
,Port Coquitlam,Central Pt Coquitlam,2335 Whyte Avenue,Chancellor Court,,,,,,
,Port Coquitlam,Central Pt Coquitlam,2375 Shaughnessy Street,Connamara Place,,,,,,
,Port Coquitlam,Central Pt Coquitlam,2558 Parkview Lane,Crescent At Reeve Creek,,,,,,
,Port Coquitlam,Central Pt Coquitlam,2559 Parkview Lane,Crescent At Reeve Creek,,,,,,
,Port Coquitlam,Central Pt Coquitlam,2353 Marpole Avenue,Edgewater,,,,,,
,Port Coquitlam,Central Pt Coquitlam,2380 Shaughnessy Street,Elk Court,,,,,,
,Port Coquitlam,Central Pt Coquitlam,2655 Mary Hill Road,Falcon Court,,,,,,
,Port Coquitlam,Central Pt Coquitlam,2432 Welcher Avenue,Gardenia,,,,,,
,Port Coquitlam,Central Pt Coquitlam,2342 Welcher Avenue,Greystone,,,,,,
,Port Coquitlam,Central Pt Coquitlam,2620 Jane Street,Jane Garden,,,,,,
,Port Coquitlam,Central Pt Coquitlam,2334 Marpole Avenue,Marpole,,,,,,
,Port Coquitlam,Central Pt Coquitlam,2245 Wilson Avenue,Mary Hill Place,,,,,,
,Port Coquitlam,Central Pt Coquitlam,2266 Atkins Avenue,Mayfair Terrace,,,,,,
,Port Coquitlam,Central Pt Coquitlam,2344 Atkins Avenue,Mistral Quay,,,,,,
,Port Coquitlam,Central Pt Coquitlam,2446 Wilson Avenue,Orchard Valley,,,,,,
,Port Coquitlam,Central Pt Coquitlam,2438 Wilson Avenue,Orchard Valley,,,,,,
,Port Coquitlam,Central Pt Coquitlam,2444 Wilson Avenue,Orchard Valley,,,,,,
,Port Coquitlam,Central Pt Coquitlam,2432 Wilson Avenue,Orchard Valley,,,,,,
,Port Coquitlam,Central Pt Coquitlam,2445 Kelly Avenue,Orchard Valley,,,,,,
,Port Coquitlam,Central Pt Coquitlam,2433 Kelly Avenue,Orchard Valley,,,,,,
,Port Coquitlam,Central Pt Coquitlam,2431 Kelly Avenue,Orchard Valley,,,,,,
,Port Coquitlam,Central Pt Coquitlam,2441 Kelly Avenue,Orchard Valley,,,,,,
,Port Coquitlam,Central Pt Coquitlam,2439 Kelly Avenue,Orchard Valley,,,,,,
,Port Coquitlam,Central Pt Coquitlam,2443 Kelly Avenue,Orchard Valley,,,,,,
,Port Coquitlam,Central Pt Coquitlam,2434 Wilson Avenue,Orchard Valley,,,,,,
,Port Coquitlam,Central Pt Coquitlam,2436 Wilson Avenue,Orchard Valley,,,,,,
,Port Coquitlam,Central Pt Coquitlam,2430 Wilson Avenue,Orchard Valley,,,,,,
,Port Coquitlam,Central Pt Coquitlam,2440 Wilson Avenue,Orchard Valley,,,,,,
,Port Coquitlam,Central Pt Coquitlam,2447 Kelly Avenue,Orchard Valley,,,,,,
,Port Coquitlam,Central Pt Coquitlam,2442 Wilson Avenue,Orchard Valley,,,,,,
,Port Coquitlam,Central Pt Coquitlam,2435 Kelly Avenue,Orchard Valley,,,,,,
,Port Coquitlam,Central Pt Coquitlam,2388 Welcher Avenue,Park Green,,,,,,
,Port Coquitlam,Central Pt Coquitlam,2393 Welcher Avenue,Parkside Place,,,,,,
,Port Coquitlam,Central Pt Coquitlam,2343 Atkins Avenue,Pearl Condos & City Homes,,,,,,
,Port Coquitlam,Central Pt Coquitlam,2488 Welcher Avenue,Riverside At Gates Park,,,,,,
,Port Coquitlam,Central Pt Coquitlam,2381 Bury Avenue,Riverside Manor,,,,,,
,Port Coquitlam,Central Pt Coquitlam,2357 Whyte Avenue,Riverside Place,,,,,,
,Port Coquitlam,Central Pt Coquitlam,2360 Wilson Avenue,Riverwynd,,,,,,
,Port Coquitlam,Central Pt Coquitlam,2268 Welcher Avenue,Sagewood,,,,,,
,Port Coquitlam,Central Pt Coquitlam,2339 Shaughnessy Street,Shaughnessy Court,,,,,,
,Port Coquitlam,Central Pt Coquitlam,2478 Shaughnessy Street,Shaughnessy East,,,,,,
,Port Coquitlam,Central Pt Coquitlam,2285 Pitt River Road,Shaughnessy Manor,,,,,,
,Port Coquitlam,Central Pt Coquitlam,2425 Shaughnessy Street,Shaughnessy Place,,,,,,
,Port Coquitlam,Central Pt Coquitlam,2330 Wilson Avenue,Shaughnessy West,,,,,,
,Port Coquitlam,Central Pt Coquitlam,2191 Shaughnessy Street,Signature,,,,,,
,Port Coquitlam,Central Pt Coquitlam,2253 Welcher Avenue,St. James Gate,,,,,,
,Port Coquitlam,Central Pt Coquitlam,2228 Welcher Avenue,Station Hill,,,,,,
,Port Coquitlam,Central Pt Coquitlam,2435 Welcher Avenue,Stirling Classic,,,,,,
,Port Coquitlam,Central Pt Coquitlam,2437 Welcher Avenue,Stirling Classic,,,,,,
,Port Coquitlam,Central Pt Coquitlam,2401 Hawthorne Avenue,StoneBrook,,,,,,
,Port Coquitlam,Central Pt Coquitlam,2429 Hawthorne Avenue,StoneBrook,,,,,,
,Port Coquitlam,Central Pt Coquitlam,2488 Kelly Avenue,Symphony At Gates Park,,,,,,
,Port Coquitlam,Central Pt Coquitlam,2473 Atkins Avenue,Valore,,,,,,
,Port Coquitlam,Central Pt Coquitlam,2484 Wilson Avenue,Verde,,,,,,
,Port Coquitlam,Central Pt Coquitlam,2627 Shaughnessy Street,Villagio,,,,,,
,Port Coquitlam,Central Pt Coquitlam,2628 Maple Avenue,Villagio 2,,,,,,
,Vancouver,Champlain Heights,3364 Marquette Crescent,3364 Marquette Crescent,,,,,,
,Vancouver,Champlain Heights,7088 Mont Royal Square,Brittany,,,,,,
,Vancouver,Champlain Heights,8025 Champlain Crescent,Champlain Ridge,,,,,,
,Vancouver,Champlain Heights,7089 Mont Royal Square,Champlain Village,,,,,,
,Vancouver,Champlain Heights,515 E 15th Avenue,Harvard Place,,,,,,
,Vancouver,Champlain Heights,3400 SE Marine Drive,Tiffany Ridge,,,,,,
,Vancouver,Collingwood,3136 Kingsway Boulevard,3136 Kingsway,,,,,,
,Vancouver,Collingwood,3319 Kingsway Boulevard,3319 Kingsway,,,,,,
,Vancouver,Collingwood,3488 Vanness Avenue,Alexander Court,,,,,,
,Vancouver,Collingwood,3583 Crowley Drive,Amberley,,,,,,
,Vancouver,Collingwood,3480 Yardley Street,Avalon,,,,,,
,Vancouver,Collingwood,3638 Vanness Avenue,Brio,,,,,,
,Vancouver,Collingwood,4950 McGeer Street,Carleton,,,,,,
,Vancouver,Collingwood,5488 Cecil Street,Cecil Hill,,,,,,
,Vancouver,Collingwood,3438 Vanness Avenue,Centro,,,,,,
,Vancouver,Collingwood,2965 Horley Street,Cherry Hill,,,,,,
,Vancouver,Collingwood,3660 Vanness Avenue,Circa,,,,,,
,Vancouver,Collingwood,4893 Clarendon Street,Clarendon Place,,,,,,
,Vancouver,Collingwood,4990 McGeer Street,Connaught,,,,,,
,Vancouver,Collingwood,4590 Earles Street,Earles Station,,,,,,
,Vancouver,Collingwood,5288 Melbourne Street,Emerald Park Place,,,,,,
,Vancouver,Collingwood,3551 - 3651 Foster Avenue,Finale,,,,,,
,Vancouver,Collingwood,5025 Joyce Street,Grand Station,,,,,,
,Vancouver,Collingwood,2960 E 29th Avenue,Heritage Gate,,,,,,
,Vancouver,Collingwood,4950 Joyce Street,Joyce Court,,,,,,
,Vancouver,Collingwood,3380 Vanness Avenue,Joyce Place,,,,,,
,Vancouver,Collingwood,2388 Kingsway N/A,Kings Court,,,,,,
,Vancouver,Collingwood,3663 Crowley Drive,Latitude,,,,,,
,Vancouver,Collingwood,5189 Gaston Street,MacGregor,,,,,,
,Vancouver,Collingwood,3520 Crowley Drive,Millenio,,,,,,
,Vancouver,Collingwood,3575 Euclid Avenue,Montage,,,,,,
,Vancouver,Collingwood,2973 Kingsway N/A,Mountainview Place,,,,,,
,Vancouver,Collingwood,3588 Crowley Drive,Nexus,,,,,,
,Vancouver,Collingwood,3455 Ascot Place,Queens Court,,,,,,
,Vancouver,Collingwood,5438 Rupert Street,Queensland,,,,,,
,Vancouver,Collingwood,3628 Rae Avenue,Raintree Gardens - 3628,,,,,,
,Vancouver,Collingwood,4989 Duchess Street,Royal Terrace,,,,,,
,Vancouver,Collingwood,5380 Oben Street,Urba,,,,,,
,Vancouver,Collingwood,3308 Vanness Avenue,Vanness Gardens,,,,,,
,Vancouver,Collingwood,3683 Wellington Avenue,Wellington Court,,,,,,
,Coquitlam,Coquitlam East,2733 Atlin Place,Atlin Court,,,,,,
,Coquitlam,Coquitlam East,450 Bromley Street,Bromley Manor,,,,,,
,Coquitlam,Coquitlam West,707 North Road,Angus Place,,,,,,
,Coquitlam,Coquitlam West,590 Whiting Way,Balmoral Terrace,,,,,,
,Coquitlam,Coquitlam West,525 Austin Avenue,Brookmere Gardens,,,,,,
,Coquitlam,Coquitlam West,545 Austin Avenue,Brookmere Towers - 545,,,,,,
,Coquitlam,Coquitlam West,551 Austin Avenue,Brookmere Towers - 551,,,,,,
,Coquitlam,Coquitlam West,555 Austin Avenue,Brookmere Towers - 555,,,,,,
,Coquitlam,Coquitlam West,515 Whiting Way,Brookside Manor - 515,,,,,,
,Coquitlam,Coquitlam West,523 Whiting Way,Brookside Manor - 523,,,,,,
,Coquitlam,Coquitlam West,605 Como Lake Road,Centennial House,,,,,,
,Coquitlam,Coquitlam West,575 Delestre Avenue,Cora Towers,,,,,,
,Coquitlam,Coquitlam West,555 Delestre Avenue,Cora Towers,,,,,,
,Coquitlam,Coquitlam West,530 Cottonwood Avenue,Cottonwood Terrace,,,,,,
,Coquitlam,Coquitlam West,558 Rochester Avenue,Crystal Court,,,,,,
,Coquitlam,Coquitlam West,555 North Road,Dolphin Court,,,,,,
,Coquitlam,Coquitlam West,511 Rochester Avenue,Encore,,,,,,
,Coquitlam,Coquitlam West,663 Whiting Way,Essex Court,,,,,,
,Coquitlam,Coquitlam West,501 Cochrane Avenue,Garden Terrace,,,,,,
,Coquitlam,Coquitlam West,630 Clarke Road,King Charles Court,,,,,,
,Coquitlam,Coquitlam West,888 Gauthier Avenue,La Brittany,,,,,,
,Coquitlam,Coquitlam West,545 Sydney Avenue,N/A,,,,,,
,Coquitlam,Coquitlam West,615 North Road,Norfolk Manor,,,,,,
,Coquitlam,Coquitlam West,460 Westview Street,Pacific House,,,,,,
,Coquitlam,Coquitlam West,932 Robinson Street,Robinson Condos,,,,,,
,Coquitlam,Coquitlam West,522 Smith Avenue,Sedona,,,,,,
,Coquitlam,Coquitlam West,633 North Road,Shepparton,,,,,,
,Coquitlam,Coquitlam West,520 Cottonwood Avenue,Stonewood Manor,,,,,,
,Coquitlam,Coquitlam West,528 Rochester Avenue,The Ave,,,,,,
,Coquitlam,Coquitlam West,728 Farrow Street,The Victoria - 728 Farrow,,,,,,
,Coquitlam,Coquitlam West,738 Farrow Street,The Victoria - 738 Farrow,,,,,,
,Vancouver,Dunbar,3349 Dunbar Street,3349 Dunbar Street,,,,,,
,Vancouver,Dunbar,3595 W 26th Avenue,Aviara,,,,,,
,Vancouver,Dunbar,3595 W 18th Avenue,Duke on Dunbar,,,,,,
,Vancouver,Dunbar,3621 W 26th Avenue,Dunbar House,,,,,,
,Vancouver,Dunbar,3637 W 17th Avenue,Highbury House,,,,,,
,Vancouver,Dunbar,3784 W 16th Avenue,Highbury Manor,,,,,,
,Vancouver,Dunbar,3641 W 28th Avenue,Kensington Court,,,,,,
,Vancouver,Dunbar,3615 W 17th Avenue,Pacific Terraces,,,,,,
,Coquitlam,Eagle Ridge,1132 Dufferin Street,Creekside,,,,,,
,Coquitlam,Eagle Ridge,1155 Dufferin Street,Dufferin Court,,,,,,
,Coquitlam,Eagle Ridge,1150 Dufferin Street,Eagle Ridge,,,,,,
,Coquitlam,Eagle Ridge,1188 Johnson Street,Maya,,,,,,
,Burnaby,East Burnaby,7738 Edmonds Street,Toscana,,,,,,
,Burnaby,Edmonds,7428 19th Avenue,Chateau Lyon,,,,,,
,Burnaby,Edmonds,7139 18th Avenue,Crystal Gate,,,,,,
,Burnaby,Edmonds,7088 18th Avenue,Park 360,,,,,,
,Burnaby,Edmonds,7108 Edmonds Street,Parkhill,,,,,,
,Burnaby,Edmonds,7090 Edmonds Street,Reflections,,,,,,
,Vancouver,Fairview,1005 W 7th Avenue,1005 W 7th Avenue,,,,,,
,Vancouver,Fairview,1066 W 13th Avenue,1066 W 13th Avenue,,,,,,
,Vancouver,Fairview,1071 W 7th Avenue,1071 W 7th Avenue,,,,,,
,Vancouver,Fairview,1106 W 11th Avenue,1106 W 11th Avenue,,,,,,
,Vancouver,Fairview,1116 W 11th Avenue,1116 W 11th Avenue,,,,,,
,Vancouver,Fairview,1166 W 11th Avenue,1166 W 11th Avenue,,,,,,
,Vancouver,Fairview,1200 W 10th Avenue,1200 W 10th Avenue,,,,,,
,Vancouver,Fairview,1235 W 10th Avenue,1235 W 10th Avenue,,,,,,
,Vancouver,Fairview,1315 W 7th Avenue,1315 W 7th Avenue,,,,,,
,Vancouver,Fairview,1550 W 15th Avenue,1550 W 15th Avenue,,,,,,
,Vancouver,Fairview,1575 W 12th Avenue,1575 W 12th Avenue,,,,,,
,Vancouver,Fairview,1606 W 10th Avenue,1606 W 10th Avenue,,,,,,
,Vancouver,Fairview,2412 Alder Street,2412 Alder Street,,,,,,
,Vancouver,Fairview,2770 Burrard Street,2770 Burrard Street,,,,,,
,Vancouver,Fairview,2776 Pine Street,2776 Pine Street,,,,,,
,Vancouver,Fairview,2935 Spruce Street,2935 Spruce Street,,,,,,
,Vancouver,Fairview,3189 Ash Street,3189 Ash Street,,,,,,
,Vancouver,Fairview,575 W 13th Avenue,575 W 13th Avenue,,,,,,
,Vancouver,Fairview,704 W 7th Avenue,704 W 7th Avenue,,,,,,
,Vancouver,Fairview,728 W 14th Avenue,728 W 14th Avenue,,,,,,
,Vancouver,Fairview,777 W 7th Avenue,777 W 7th Avenue,,,,,,
,Vancouver,Fairview,965 W 15th Avenue,965 W 15th Avenue,,,,,,
,Vancouver,Fairview,973 W 7th Avenue,973 W 7th Avenue,,,,,,
,Vancouver,Fairview,1195 W 8th Avenue,Alder Court,,,,,,
,Vancouver,Fairview,1176 W 6th Avenue,Alder Heights,,,,,,
,Vancouver,Fairview,2920 Ash Street,Ashcourt,,,,,,
,Vancouver,Fairview,2829 Ash Street,Ashley Place,,,,,,
,Vancouver,Fairview,1468 W 14th Avenue,Avedon,,,,,,
,Vancouver,Fairview,838 W 14th Avenue,Bedford Place,,,,,,
,Vancouver,Fairview,1790 W 10th Avenue,Bel Ayre Villa,,,,,,
,Vancouver,Fairview,1265 W 11th Avenue,Bentley Place,,,,,,
,Vancouver,Fairview,863 W 16th Avenue,Berkeley Court,,,,,,
,Vancouver,Fairview,511 W 7th Avenue,Beverly Gardens,,,,,,
,Vancouver,Fairview,1318 W 6th Avenue,Birch Gardens,,,,,,
,Vancouver,Fairview,633 W 16th Avenue,Birchview Terrace,,,,,,
,Vancouver,Fairview,2588 Alder Street,Bollert Place,,,,,,
,Vancouver,Fairview,2825 Alder Street,Breton Mews,,,,,,
,Vancouver,Fairview,1355 W Broadway Street,Broadway,,,,,,
,Vancouver,Fairview,2835 Hemlock Street,Burlington,,,,,,
,Vancouver,Fairview,2628 - 2668 Ash Street,Cambridge Gardens,,,,,,
,Vancouver,Fairview,2626 Fir Street,Cambridge Manor,,,,,,
,Vancouver,Fairview,555 W 14th Avenue,Cambridge Place,,,,,,
,Vancouver,Fairview,1675 W 8th Avenue,Camera,,,,,,
,Vancouver,Fairview,1590 W 10th Avenue,Carmel Apartments,,,,,,
,Vancouver,Fairview,888 W 13th Avenue,Casablanca,,,,,,
,Vancouver,Fairview,1268 W Broadway Boulevard,City Gardens,,,,,,
,Vancouver,Fairview,1316 W 11th Avenue,Compton,,,,,,
,Vancouver,Fairview,828 W 14th Avenue,Concord,,,,,,
,Vancouver,Fairview,623 - 639 W 14th Avenue,Connaught Estates,,,,,,
,Vancouver,Fairview,628 W 13th Avenue,Connaught Estates,,,,,,
,Vancouver,Fairview,628 - 688 W 12th Avenue,Connaught Gardens,,,,,,
,Vancouver,Fairview,629 - 643 W 7th Avenue,Courtyards,,,,,,
,Vancouver,Fairview,522 W 8th Avenue,Crossroads,,,,,,
,Vancouver,Fairview,2965 Fir Street,Crystal Court,,,,,,
,Vancouver,Fairview,1438 W 7th Avenue,Diamond Robinson,,,,,,
,Vancouver,Fairview,1686 W 13th Avenue,Dorchester Pines,,,,,,
,Vancouver,Fairview,1633 W 11th Avenue,Dorchester Place,,,,,,
,Vancouver,Fairview,795 W 8th Avenue,Dover Pointe,,,,,,
,Vancouver,Fairview,977 W 8th Avenue,Eighth Avenue,,,,,,
,Vancouver,Fairview,833 W 16th Avenue,Emerald,,,,,,
,Vancouver,Fairview,925 W 15th Avenue,Emperor,,,,,,
,Vancouver,Fairview,935 W 15th Avenue,Empress,,,,,,
,Vancouver,Fairview,874 W 6th Avenue,Fairview,,,,,,
,Vancouver,Fairview,2288 Pine Street,Fairview,,,,,,
,Vancouver,Fairview,755 W 15th Avenue,Fairview Court,,,,,,
,Vancouver,Fairview,2885 Spruce Street,Fairview Gardens,,,,,,
,Vancouver,Fairview,1070 W 7th Avenue,False Creek Terrace,,,,,,
,Vancouver,Fairview,1633 W 8th Avenue,Fircrest Gardens,,,,,,
,Vancouver,Fairview,725 W 7th Avenue,Fountains,,,,,,
,Vancouver,Fairview,2438 Heather Street,Grand Heather Garden,,,,,,
,Vancouver,Fairview,1616 W 13th Avenue,Granville Gardens,,,,,,
,Vancouver,Fairview,1770 W 12th Avenue,Granville West,,,,,,
,Vancouver,Fairview,1045 West 8th Avenue,Greenwood Place,,,,,,
